,uid,sentence_text,tokens,profession,g,profession_first_index,g_first_index,predicted gender,stereotype,distance,num_of_pronouns,corpus,data_index
1279,1281,"The Rebel captain , previous to being captured , burned his commission in the fire , remnants of which being found in the ashes , he acknowledged the fact , and also that he had been engaged in the battle of Manassas .","['The', 'Rebel', 'captain', ',', 'previous', 'to', 'being', 'captured', ',', 'burned', 'his', 'commission', 'in', 'the', 'fire', ',', 'remnants', 'of', 'which', 'being', 'found', 'in', 'the', 'ashes', ',', 'he', 'acknowledged', 'the', 'fact', ',', 'and', 'also', 'that', 'he', 'had', 'been', 'engaged', 'in', 'the', 'battle', 'of', 'Manassas', '.']",captain,he,2,33,Male,1,31,3,perseus,9
1280,1282,"The patient experienced multiple episodes of infection , and he was diagnosed with systemic lupus erythematosus at age 9 years .","['The', 'patient', 'experienced', 'multiple', 'episodes', 'of', 'infection', ',', 'and', 'he', 'was', 'diagnosed', 'with', 'systemic', 'lupus', 'erythematosus', 'at', 'age', '9', 'years', '.']",patient,he,1,9,Male,0,8,1,pubmed,9
1281,1283,The driver is reciting almost exactly what the sex worker had told her the night before .,"['The', 'driver', 'is', 'reciting', 'almost', 'exactly', 'what', 'the', 'sex', 'worker', 'had', 'told', 'her', 'the', 'night', 'before', '.']",driver,her,1,12,Female,-1,11,1,wikipedia,13
1282,1284,"His only child having died almost a half - century before , his brother Louis succeeded him as duke .","['His', 'only', 'child', 'having', 'died', 'almost', 'a', 'half', '-', 'century', 'before', ',', 'his', 'brother', 'Louis', 'succeeded', 'him', 'as', 'duke', '.']",child,him,2,16,Male,1,14,2,wikipedia,13
1283,1285,"In 1992 , the head coach of Panionios , Vlade ÄuroviÄ‡ , JankoviÄ‡ 's mentor from his Red Star days , was instrumental in bringing him to the Greek Basketball League club .","['In', '1992', ',', 'the', 'head', 'coach', 'of', 'Panionios', ',', 'Vlade', 'Ä\x90uroviÄ‡', ',', 'JankoviÄ‡', ""'s"", 'mentor', 'from', 'his', 'Red', 'Star', 'days', ',', 'was', 'instrumental', 'in', 'bringing', 'him', 'to', 'the', 'Greek', 'Basketball', 'League', 'club', '.']",coach,him,5,25,Male,1,20,1,wikipedia,13
1284,1286,"A kindergarten teacher found Bey , at the age of four years , after her mother accidentally forgot her to assign someone to find her , in favor of her brother .","['A', 'kindergarten', 'teacher', 'found', 'Bey', ',', 'at', 'the', 'age', 'of', 'four', 'years', ',', 'after', 'her', 'mother', 'accidentally', 'forgot', 'her', 'to', 'assign', 'someone', 'to', 'find', 'her', ',', 'in', 'favor', 'of', 'her', 'brother', '.']",teacher,her,2,18,Female,1,16,4,wikipedia,13
1285,1287,Before the singer took stage to perform her latest single,"['Before', 'the', 'singer', 'took', 'stage', 'to', 'perform', 'her', 'latest', 'single']",singer,her,2,7,Female,-1,5,1,wikipedia,13
1286,1288,"However , the singer was still seething about how the media had treated her unfairly over the last two years .","['However', ',', 'the', 'singer', 'was', 'still', 'seething', 'about', 'how', 'the', 'media', 'had', 'treated', 'her', 'unfairly', 'over', 'the', 'last', 'two', 'years', '.']",singer,her,3,13,Female,-1,10,1,wikipedia,13
1287,1289,"The trainer went on to mention the 2000 Guineas and the Poule d'Essai des Poulains as future targets , whilst bookmakers introduced him into the betting for the 2007 Epsom Derby at odds of 20/1 .","['The', 'trainer', 'went', 'on', 'to', 'mention', 'the', '2000', 'Guineas', 'and', 'the', 'Poule', ""d'Essai"", 'des', 'Poulains', 'as', 'future', 'targets', ',', 'whilst', 'bookmakers', 'introduced', 'him', 'into', 'the', 'betting', 'for', 'the', '2007', 'Epsom', 'Derby', 'at', 'odds', 'of', '20/1', '.']",trainer,him,1,22,Male,1,21,0,wikipedia,13
1288,1290,"He traveled to Cincinnati , Ohio to purchase replacement equipment and , on hearing the story of his arrest and subsequent travels , the equipment dealer extended him a generous line of credit , allowing him to purchase more sophisticated equipment than had ever before been used in Owensboro .","['He', 'traveled', 'to', 'Cincinnati', ',', 'Ohio', 'to', 'purchase', 'replacement', 'equipment', 'and', ',', 'on', 'hearing', 'the', 'story', 'of', 'his', 'arrest', 'and', 'subsequent', 'travels', ',', 'the', 'equipment', 'dealer', 'extended', 'him', 'a', 'generous', 'line', 'of', 'credit', ',', 'allowing', 'him', 'to', 'purchase', 'more', 'sophisticated', 'equipment', 'than', 'had', 'ever', 'before', 'been', 'used', 'in', 'Owensboro', '.']",dealer,him,25,35,Male,1,10,1,wikipedia,13
1289,1291,"If fortune teller checks him , fortune teller dies unless witch poisons him .","['If', 'fortune', 'teller', 'checks', 'him', ',', 'fortune', 'teller', 'dies', 'unless', 'witch', 'poisons', 'him', '.']",teller,him,7,12,Male,-1,5,0,wikipedia,13
1290,1292,"On 14 June 2020 , an anonymous Twitter user accused Clifford of sexually assaulting her during the band â€™s 2013 tour supporting One Direction .","['On', '14', 'June', '2020', ',', 'an', 'anonymous', 'Twitter', 'user', 'accused', 'Clifford', 'of', 'sexually', 'assaulting', 'her', 'during', 'the', 'band', 'â€', '™', 's', '2013', 'tour', 'supporting', 'One', 'Direction', '.']",user,her,8,14,Female,0,6,1,wikipedia,13
1291,1293,"For example , a microsleep episode is claimed to have been one factor contributing to the Waterfall train disaster in 2003 ; the driver had a heart attack and the guard who should have reacted to the train 's increasing speed is said by his defender to have microslept , thus causing him to be held unaccountable .","['For', 'example', ',', 'a', 'microsleep', 'episode', 'is', 'claimed', 'to', 'have', 'been', 'one', 'factor', 'contributing', 'to', 'the', 'Waterfall', 'train', 'disaster', 'in', '2003', ';', 'the', 'driver', 'had', 'a', 'heart', 'attack', 'and', 'the', 'guard', 'who', 'should', 'have', 'reacted', 'to', 'the', 'train', ""'s"", 'increasing', 'speed', 'is', 'said', 'by', 'his', 'defender', 'to', 'have', 'microslept', ',', 'thus', 'causing', 'him', 'to', 'be', 'held', 'unaccountable', '.']",driver,him,23,52,Male,1,29,1,wikipedia,13
1292,1294,"When his mother found him , the store manager said to her , "" The child is a genius !","['When', 'his', 'mother', 'found', 'him', ',', 'the', 'store', 'manager', 'said', 'to', 'her', ',', '""', 'The', 'child', 'is', 'a', 'genius', '!']",manager,him,8,4,Male,1,4,2,wikipedia,13
1293,1295,"A fellow college student named Haruka Ozawa appears one day , asking him for help to save her friend , who she believes is being possessed by a spirit .","['A', 'fellow', 'college', 'student', 'named', 'Haruka', 'Ozawa', 'appears', 'one', 'day', ',', 'asking', 'him', 'for', 'help', 'to', 'save', 'her', 'friend', ',', 'who', 'she', 'believes', 'is', 'being', 'possessed', 'by', 'a', 'spirit', '.']",student,him,3,12,Male,-1,9,2,wikipedia,13
1294,1296,"In 2011 , Ballack 's international coach at the time , Joachim LÃ¶w , praised him , describing him as a player who "" exudes authority and calm on the pitch "" .","['In', '2011', ',', 'Ballack', ""'s"", 'international', 'coach', 'at', 'the', 'time', ',', 'Joachim', 'LÃ¶w', ',', 'praised', 'him', ',', 'describing', 'him', 'as', 'a', 'player', 'who', '""', 'exudes', 'authority', 'and', 'calm', 'on', 'the', 'pitch', '""', '.']",coach,him,6,18,Male,1,12,0,wikipedia,13
1295,1297,"He was a strong noble friend and India has lost a good deal in losing him "" .","['He', 'was', 'a', 'strong', 'noble', 'friend', 'and', 'India', 'has', 'lost', 'a', 'good', 'deal', 'in', 'losing', 'him', '""', '.']",friend,him,5,15,Male,0,10,0,wikipedia,13
1296,1298,"An unreasonable and rather immature person , in the story "" KÅ«chÅ« Buranko "" he normally ignores Yamashita 's plights while challenging him to mid - air trapeze flying due to his self - proclaimed "" light - weightedness . ""","['An', 'unreasonable', 'and', 'rather', 'immature', 'person', ',', 'in', 'the', 'story', '""', 'KÅ«chÅ', '«', 'Buranko', '""', 'he', 'normally', 'ignores', 'Yamashita', ""'s"", 'plights', 'while', 'challenging', 'him', 'to', 'mid', '-', 'air', 'trapeze', 'flying', 'due', 'to', 'his', 'self', '-', 'proclaimed', '""', 'light', '-', 'weightedness', '.', '""']",person,him,5,23,Male,-1,17,2,wikipedia,13
1297,1299,"When Tihanyi 's nephew Ervin Marton came to Paris in 1937 , the painter introduced the younger man to many of his friends , bringing him within his circle .","['When', 'Tihanyi', ""'s"", 'nephew', 'Ervin', 'Marton', 'came', 'to', 'Paris', 'in', '1937', ',', 'the', 'painter', 'introduced', 'the', 'younger', 'man', 'to', 'many', 'of', 'his', 'friends', ',', 'bringing', 'him', 'within', 'his', 'circle', '.']",painter,him,13,25,Male,1,12,2,wikipedia,13
1298,1300,"During the Korean War , Williams also served in the same Marine Corps unit with John Glenn ; the future astronaut described Williams as one of the best pilots he knew , while his wife Annie described him as the most profane man she ever met .","['During', 'the', 'Korean', 'War', ',', 'Williams', 'also', 'served', 'in', 'the', 'same', 'Marine', 'Corps', 'unit', 'with', 'John', 'Glenn', ';', 'the', 'future', 'astronaut', 'described', 'Williams', 'as', 'one', 'of', 'the', 'best', 'pilots', 'he', 'knew', ',', 'while', 'his', 'wife', 'Annie', 'described', 'him', 'as', 'the', 'most', 'profane', 'man', 'she', 'ever', 'met', '.']",astronaut,him,20,37,Male,1,17,3,wikipedia,13
1299,1301,"A Georgian prosecuting officer , however , rejected Okruashvili 's allegations , while the senior members of the Parliament of Georgia for the ruling party described him "" an instrument in the hands of Patarkatsishvili "" , the owner of Imedi TV , who financed opposition rallies against the Georgian government .","['A', 'Georgian', 'prosecuting', 'officer', ',', 'however', ',', 'rejected', 'Okruashvili', ""'s"", 'allegations', ',', 'while', 'the', 'senior', 'members', 'of', 'the', 'Parliament', 'of', 'Georgia', 'for', 'the', 'ruling', 'party', 'described', 'him', '""', 'an', 'instrument', 'in', 'the', 'hands', 'of', 'Patarkatsishvili', '""', ',', 'the', 'owner', 'of', 'Imedi', 'TV', ',', 'who', 'financed', 'opposition', 'rallies', 'against', 'the', 'Georgian', 'government', '.']",officer,him,3,26,Male,1,23,0,wikipedia,13
1300,1302,The child refused so the governor ordered him to be tortured by cutting off his head .,"['The', 'child', 'refused', 'so', 'the', 'governor', 'ordered', 'him', 'to', 'be', 'tortured', 'by', 'cutting', 'off', 'his', 'head', '.']",child,him,1,7,Male,1,6,1,wikipedia,13
1301,1303,"Dre , declaring him "" a sound - collage artist to a degree no other producer in rap even touches "" and that "" If the rappers in front of Dre were n't so often obscene , and if the act of sampling and mixing were taken with the slightest bit of seriousness as an art , I 'm positive Dre would be considered the Phil Spector of his generation . ""","['Dre', ',', 'declaring', 'him', '""', 'a', 'sound', '-', 'collage', 'artist', 'to', 'a', 'degree', 'no', 'other', 'producer', 'in', 'rap', 'even', 'touches', '""', 'and', 'that', '""', 'If', 'the', 'rappers', 'in', 'front', 'of', 'Dre', 'were', ""n't"", 'so', 'often', 'obscene', ',', 'and', 'if', 'the', 'act', 'of', 'sampling', 'and', 'mixing', 'were', 'taken', 'with', 'the', 'slightest', 'bit', 'of', 'seriousness', 'as', 'an', 'art', ',', 'I', ""'"", 'm', 'positive', 'Dre', 'would', 'be', 'considered', 'the', 'Phil', 'Spector', 'of', 'his', 'generation', '.', '""']",producer,him,15,3,Male,1,12,1,wikipedia,13
1302,1304,"He discussed the quantitative estimates that a person can make of his own pleasure or the pleasure of others , borrowing methods developed in psychology to study hedonic measurement : psychophysics .","['He', 'discussed', 'the', 'quantitative', 'estimates', 'that', 'a', 'person', 'can', 'make', 'of', 'his', 'own', 'pleasure', 'or', 'the', 'pleasure', 'of', 'others', ',', 'borrowing', 'methods', 'developed', 'in', 'psychology', 'to', 'study', 'hedonic', 'measurement', ':', 'psychophysics', '.']",person,his,7,11,Male,-1,4,1,wikipedia,14
1303,1305,"The officer in charge of the gun mount , Lieutenant ( junior grade ) Alec Austen , praises Shapiro in his report but avoids any hint of Dooley 's cowardly behavior .","['The', 'officer', 'in', 'charge', 'of', 'the', 'gun', 'mount', ',', 'Lieutenant', '(', 'junior', 'grade', ')', 'Alec', 'Austen', ',', 'praises', 'Shapiro', 'in', 'his', 'report', 'but', 'avoids', 'any', 'hint', 'of', 'Dooley', ""'s"", 'cowardly', 'behavior', '.']",officer,his,1,20,Male,1,19,1,wikipedia,14
1304,1306,"Pursued by white policemen , the Inuk saves the life of one of them , resulting in a final confrontation in which the surviving cop must decide between his commitment to law enforcement and his gratitude to the Inuk .","['Pursued', 'by', 'white', 'policemen', ',', 'the', 'Inuk', 'saves', 'the', 'life', 'of', 'one', 'of', 'them', ',', 'resulting', 'in', 'a', 'final', 'confrontation', 'in', 'which', 'the', 'surviving', 'cop', 'must', 'decide', 'between', 'his', 'commitment', 'to', 'law', 'enforcement', 'and', 'his', 'gratitude', 'to', 'the', 'Inuk', '.']",cop,his,24,28,Male,1,4,2,wikipedia,14
1305,1307,"In his article , the author addressed the issue of insecurity in urban neighborhoods , concentrating on the role of the police and power politics .","['In', 'his', 'article', ',', 'the', 'author', 'addressed', 'the', 'issue', 'of', 'insecurity', 'in', 'urban', 'neighborhoods', ',', 'concentrating', 'on', 'the', 'role', 'of', 'the', 'police', 'and', 'power', 'politics', '.']",author,his,5,1,Male,-1,4,1,wikipedia,14
1306,1308,"When they attended church , their priest openly chastised them in his sermon .","['When', 'they', 'attended', 'church', ',', 'their', 'priest', 'openly', 'chastised', 'them', 'in', 'his', 'sermon', '.']",priest,his,6,11,Male,1,5,1,wikipedia,14
1307,1309,"Trish 's middle child , Timmy , is preparing for his bar mitzvah and trying to determine what it means to become a man .","['Trish', ""'s"", 'middle', 'child', ',', 'Timmy', ',', 'is', 'preparing', 'for', 'his', 'bar', 'mitzvah', 'and', 'trying', 'to', 'determine', 'what', 'it', 'means', 'to', 'become', 'a', 'man', '.']",child,his,3,10,Male,1,7,1,wikipedia,14
1308,1310,"A right wing politician , in his speeches Ronaldo Caiado often criticizes the current PT government .","['A', 'right', 'wing', 'politician', ',', 'in', 'his', 'speeches', 'Ronaldo', 'Caiado', 'often', 'criticizes', 'the', 'current', 'PT', 'government', '.']",politician,his,3,6,Male,1,3,1,wikipedia,14
1309,1311,""" In his view , the representative agent "" "" deserves a decent burial , as an approach to economic analysis that is not only primitive , but fundamentally erroneous . "" ""","['""', 'In', 'his', 'view', ',', 'the', 'representative', 'agent', '""', '""', 'deserves', 'a', 'decent', 'burial', ',', 'as', 'an', 'approach', 'to', 'economic', 'analysis', 'that', 'is', 'not', 'only', 'primitive', ',', 'but', 'fundamentally', 'erroneous', '.', '""', '""']",agent,his,7,2,Male,-1,5,1,wikipedia,14
1310,1312,"In cooperation with Orson Sieverding , the artist develops electronic soundscapes for her installations which when projected onto her protagonists transform into urban echoes .","['In', 'cooperation', 'with', 'Orson', 'Sieverding', ',', 'the', 'artist', 'develops', 'electronic', 'soundscapes', 'for', 'her', 'installations', 'which', 'when', 'projected', 'onto', 'her', 'protagonists', 'transform', 'into', 'urban', 'echoes', '.']",artist,her,7,12,Female,-1,5,2,wikipedia,14
1311,1313,"Leisure , consumption and communication are the concepts that this British photographer has been researching for several decades now on his worldwide travels ...","['Leisure', ',', 'consumption', 'and', 'communication', 'are', 'the', 'concepts', 'that', 'this', 'British', 'photographer', 'has', 'been', 'researching', 'for', 'several', 'decades', 'now', 'on', 'his', 'worldwide', 'travels', '...']",photographer,his,11,20,Male,1,9,1,wikipedia,14
