,prompt,source
1070,"Josh had a lot of hobbies. One of these hobbies included kayaking. One day, he went kayaking with a group of friends.",roc
1071,Perhaps that way may be more easily defended than the town itself.,mnli
1072,Tim was at the library. He was trying to read and relax. There were some loud kids playing near him. Luckily the librarian told them to quiet down.,roc
1073,Ava's new toy was dead. She put some batteries in it. It still wouldn't work! She tried a different package and it turned on.,roc
1074,He lost his two best friends that night.,mnli
1075,Allie was walking her dog yesterday. They were walking in the park. All the sudden a cute man walks by. Allie was intrigued.,roc
1076,My friend Tim is afraid for his daughter. She was diagnosed as bipolar. Ten years ago she slit her wrists. She survived but needed psychiatric treatment.,roc
1077,The Allens went to the beach every summer. They always rented the same beach house. This summer was no different. They went to the beach as a big family.,roc
1078,They were no longer completely sure of themselves.,mnli
1079,"I told them to take over half of the cafeteria, but they wouldn't listen, and now, look at what I have to be cooped up with.",mnli
1080,Danny decided to go to church for the first time. He looked at the churches in his area and picked a Christian church.,roc
1081,The hands that had grabbed me belonged to a little man.,mnli
1082,Johnny was smiling a little just as he had back in Tubacca in Topham's office before the race.,mnli
1083,Matt and his friends went to Six Flags one Saturday morning. They rode all the big rides multiple times during the day.,roc
1084,"Angie started second grade very nervously. She was at a new school. Her teacher, Ms Wilson, greeted her warmly. She introduced her to a nice girl named Dana.",roc
1085,I will have you marked and chained for this! shouted the fat man.,mnli
1086,Jake loved to fish but usually just at lakes. He got invited by his neighbor to go deep sea fishing. Jake leaped at the chance and got his gear ready.,roc
1087,She would be one of the last people to take her own life.,mnli
1088,Simon leaned down to pick up a compact disk from the floor. He felt a sharp pain in his back. Simon lay down on the floor.,roc
1089,"Jon stood, his armor strapped on and his weapons on his hips.",mnli
1090,"I have a better view of things than Greuze,' said Natalia.",mnli
1091,"Steve had just started his summer vacation. He wanted to take scuba diving classes at the beach. When Steve went into the water, he got scared.",roc
1092,I met Sudeep in college. We became fast friends. We studied together after class often. We had competitions to see who made the highest grade.,roc
1093,"A deep rumble awoke in the mountain, a shake that warped the ground under Jon's feet.",mnli
1094,Deb married the love of her life 23 years ago. Last year her husband was in a bad accident with a semi.,roc
1095,Good thing for Drew there were no other witnesses now; the likeness between the two Rennies was unmistakable at this moment.,mnli
1096,"On delivery day, Jim waited outside his shop for the bread man. Jim suspected that the bread man was late so he checked his watch.",roc
1097,Jon glanced at Adrin and saw his pale face.,mnli
1098,An' mustangers ain't above throwin' a sticky loop when they see a hoss worth it.,mnli
1099,Alan got drunk at a party one night and went home with a stranger. In the morning he regretted his actions very much.,roc
1100,"At last the door opened, and the German called imperiously to Conrad to return.",mnli
1101,Timmy and his brother decided to sleep in a tent in the backyard. Timmy's brother thought it would be fun to tell ghost stories.,roc
1102,Eric was a chef. And he was invited to a friend's house for dinner. He criticized his friend's cooking. And showed him what to do better.,roc
1103,The man bumped his knee. His friend told him to keep it cold. The man got some peas from the freezer. He put them on his knee.,roc
1104,"And so, out of the whole bunch, I was the only one who could allow myself to be fond of her.",mnli
1105,Marcus needed clothing for a business casual event. All of his clothes were either too formal or too casual. He decided to buy a pair of khakis.,roc
1106,"As the sun set over the bulk of the Old One, Jon once again marveled at the titanic statue.",mnli
1107,"Behind me, one of White's followers fell in a halo of electricity.",mnli
1108,I felt like I might keel over at any second.,mnli
1109,Outside the door his gaoler motioned to him to mount the stairs.,mnli
1110,"Where am I, anyhow, Nema?  The girl dumped an armload of clothing on his bed and looked at him with controlled exasperation.",mnli
1111,"Yes, and it was a race for time.",mnli
1112,Adrin forgot about his impacted brill and thought instead of the leather cloak in his shed.,mnli
1113,"Then he became conscious that the pause was too lengthy, and he replied with a hurry he immediately regretted: ""No hard feelin's.""This time he was able to recognize the meaning of that quirk of Shannon's lips.",mnli
1114,Tom wanted to turn his garage into a spare room. He got help from contractor friends. Tom did most of the work himself. The finished product was subpar.,roc
1115,Ken was invited to a birthday party. They were grilling out by the pool. He wasn't sure what to take. He decided on buying hot dogs.,roc
1116,It gave her a dreadful sense of kinship to the woman fronting her.,mnli
1117,Allie had worked so hard on her term paper. She thought she would get a good grade. She expected an A grade. But she ended up failing.,roc
1118,"Yesterday I received a huge box of door handles I had ordered. I opened it to reveal beautiful, shiny new handles.",roc
1119,A scout who travels through a storm like the torrent with nothing but a skin of blood to sustain him is likely to be one of their better men.,mnli
1120,Marcus took off his own tricorn hat and put it on the horn of his saddle.,mnli
1121,Kate woke up late. She had just 20 minutes to get to the train. She tried her best but saw the train pulling off as she arrived.,roc
1122,Henry found out about a combined Bachelors and Masters program. He decided to sign up for it since the program involved his major.,roc
1123,One year it snowed hard. I called into my job. They said not to come in. The guy that answered the phone was stuck there.,roc
1124,"Mrs. Inglethorp, however, seemed to notice nothing unusual.",mnli
1125,"As a result of further meditations, however, she turned aside from the direct route and entered a post office.",mnli
1126,"But some hosses what git brung in here they's white-eyed an' randy, does you give 'em a straight stare.",mnli
1127,"All whose true names they could find, that is, Garm amended.",mnli
1128,That area has considerably expanded since you were last around.,mnli
